nad,folinic_acid,coa,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,camp,K_gluta,yield,yield_std
0.099,0.0068,0.026,1.5,0.5,9,0.45,0.1,4,0.075,80,1.3339,0.185
0.033,0.034,0.078,1.5,0.5,9,0.45,0.02,4,0.075,80,1.6533,0.0184
0.033,0.068,0.026,1.5,0.3,9,0.45,0.02,4,0.075,80,1.6738,0.1725
0.033,0.0204,0.026,1.5,0.1,9,0.45,0.2,4,0.075,80,2.0415,0.397
0.033,0.0204,0.026,1.5,1,9,0.45,0.02,4,0.075,80,0.1521,0.0313
0.033,0.068,0.078,1.5,0.1,9,0.45,0.06,4,0.075,80,1.9553,0.4199
0.33,0.0068,0.026,1.5,0.1,9,0.45,0.1,4,0.075,80,1.9458,0.038
0.033,0.034,0.026,1.5,1,9,0.45,0.02,4,0.075,80,0.1614,0.0067
0.165,0.034,0.026,1.5,0.5,9,0.45,0.06,4,0.075,80,1.3485,0.0541
0.033,0.068,0.026,1.5,0.5,9,0.45,0.06,4,0.075,80,1.4505,0.2092
0.165,0.068,0.026,1.5,0.1,9,0.45,0.1,4,0.075,80,2.0399,0.305
0.099,0.068,0.078,1.5,0.1,9,0.45,0.1,4,0.075,80,2.0448,0.2125
0.033,0.0068,0.026,1.5,0.1,9,0.75,0.02,4,0.075,80,2.2174,0.3097
0.033,0.0068,0.026,1.5,0.1,9,0.75,0.1,4,0.075,80,2.1738,0.3049
0.33,0.068,0.26,1.5,1,30,0.75,0.2,4,0.75,80,0.1045,0.0059
0.33,0.068,0.26,1.5,1,30,1.5,0.2,2,0.75,80,0.0405,0.0065
0.33,0.068,0.26,1.5,1,30,1.5,0.2,4,0.75,40,0.0321,0.005
0.33,0.068,0.26,1.5,1,15,1.5,0.2,4,0.75,80,0.0581,0.0099
0.33,0.068,0.26,1.5,1,30,1.5,0.1,4,0.75,80,0.0347,0.0074
0.33,0.068,0.13,1.5,1,30,1.5,0.2,4,0.75,80,0.0257,0.0091
0.165,0.068,0.26,1.5,1,30,1.5,0.2,4,0.75,80,0.0532,0.025
0.33,0.068,0.26,1.5,1,30,1.5,0.2,4,0.375,80,0.0467,0.011
0.33,0.034,0.26,1.5,1,30,1.5,0.2,4,0.75,80,0.0384,0.0074
0.33,0.068,0.26,1.5,0.5,30,1.5,0.2,4,0.75,80,0.2799,0.0243
0.33,0.068,0.26,0.75,1,30,1.5,0.2,4,0.75,80,0.0108,0.0098
