HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Value_1,Value_2,Value_3,yield,yield_std
150,0,0,0,0,1,0,0,5,60,10,0.3,0.1,10,10,3.0616,3.0835,0.7445,0.91245,6.9746,1.656,2.669625,3.636,0.5765,62.9671,1.1344,4.776,8.2065,30.576,0.150075,1.380875,1.5686,272.6795651,234.9294353,,253.8045002,26.69337277
100,0,0,0,0,1,0,10,40,40,20,0.5,0.1,10,6.25,5.3578,1.54175,0.7445,2.889425,13.077375,0.552,1.601775,1.4544,0.5765,46.5409,0.8508,19.9,5.74455,23.296,0.03335,2.485575,1.96075,2110.376358,,2011.365019,2060.870689,70.01158922
200,0,1,0,0,0,0,2.5,20,20,20,0.1,0.4,9,7.5,0.95675,1.2334,3.7225,0.91245,6.9746,0.552,9.076725,3.2724,1.153,62.9671,2.2688,8.358,6.5652,23.296,0.016675,1.380875,1.96075,,1376.902021,1609.604114,1493.253068,164.545228
75,0,0,0,0,0,1,5,10,60,20,2,0.2,6,10,0.095675,1.54175,5.2115,1.2166,13.077375,0.552,1.601775,3.636,1.44125,84.8687,0.5672,2.786,6.5652,72.8,0.1334,5.247325,0.39215,456.4954453,414.2787562,,435.3871008,29.85170714
200,0,0,0,0,0,1,5,20,10,20,0.2,0.1,9,1.25,0.287025,2.4668,6.7005,0.91245,9.590075,1.104,1.601775,3.2724,1.44125,84.8687,1.9852,14.726,0.82065,13.104,0.050025,4.97115,2.74505,1626.398714,1622.397907,1443.920796,1564.239139,104.2179416
150,0,0,0,0,1,0,7.5,0,60,80,0.1,0.2,7,7.5,5.3578,2.15845,0.7445,1.2166,0.871825,0.552,0.533925,2.5452,2.306,46.5409,1.9852,11.144,8.2065,23.296,0.03335,2.76175,2.3529,243.343209,,379.544148,311.4436785,96.30860757
175,0,0,1,0,0,0,7.5,10,20,40,0.2,0.2,3,3.75,3.0616,3.0835,1.489,0.30415,17.4365,1.104,0.533925,3.636,2.01775,34.22125,0.8508,6.368,6.5652,40.768,0.083375,3.590275,1.96075,,888.1010359,894.1384676,891.1197518,4.269108896
200,0,0,0,0,1,0,2.5,40,2.5,20,0.4,0.4,7,6.25,1.72215,2.15845,4.467,0.456225,6.9746,0.552,2.669625,2.1816,0.5765,84.8687,2.5524,0.796,6.5652,30.576,0.050025,2.76175,1.96075,751.4249605,1260.616796,1192.455,1068.165586,276.414499
125,0,0,0,0,1,0,12.5,2.5,2.5,0,0.4,0.2,6,7.5,1.72215,3.0835,2.978,0.6083,2.615475,4.416,1.601775,2.1816,0.28825,113.61455,0.5672,14.726,6.5652,72.8,0.016675,3.3141,1.96075,,1030.234678,1223.942877,1127.088778,136.9723811
175,0,0,0,0,1,0,2.5,5,10,2.5,4,0,10,6.25,0.095675,2.4668,2.978,2.12905,17.4365,3.312,0.533925,0.7272,1.44125,113.61455,2.2688,11.144,6.5652,13.104,0.1334,1.380875,0.7843,460.5590762,455.6375707,594.0554288,503.4173586,78.53343324
75,0,0,0,0,1,0,7.5,2.5,2.5,20,0.3,0.2,7,3.75,3.0616,1.54175,5.2115,1.2166,3.4873,4.416,1.601775,2.5452,1.44125,84.8687,1.7016,14.726,1.6413,53.872,0.083375,4.694975,1.17645,,1977.554046,2203.890693,2090.72237,160.0441779
175,0,0,0,0,1,0,7.5,0,5,40,0.5,0.4,3,5,0.287025,2.15845,6.7005,1.52075,6.9746,4.968,5.33925,1.4544,1.44125,26.00815,0.5672,19.9,4.9239,72.8,0.016675,1.380875,2.3529,475.5995984,566.5149524,731.8273732,591.3139747,129.9015465
100,1,0,0,0,0,0,2.5,0,60,5,0.2,0.4,4,6.25,5.3578,3.0835,1.489,0.456225,0.871825,1.656,1.601775,3.636,1.153,84.8687,2.836,6.368,6.5652,23.296,0.016675,5.247325,1.96075,741.0681593,242.3819999,453.8895427,479.113234,250.2981169
150,0,0,0,0,1,0,17.5,2.5,10,20,1,0.1,5,8.75,0.478375,3.0835,2.978,0.6083,9.590075,4.416,9.076725,2.1816,0.5765,84.8687,0.5672,14.726,7.38585,53.872,0.03335,2.76175,1.5686,,1299.193676,1698.135253,1498.664465,282.0942944
200,1,0,0,0,0,0,5,2.5,2.5,20,0.1,0.4,9,7.5,0.095675,1.2334,5.956,0.30415,2.615475,4.968,9.076725,3.636,0.86475,113.61455,0.2836,4.776,4.9239,13.104,0.03335,0.828525,2.3529,,,679.2204664,679.2204664,#DIV/0!
150,0,0,0,0,1,0,5,10,40,40,0,0.1,6,5,4.01835,3.0835,5.2115,0.6083,1.74365,1.104,1.601775,1.818,2.01775,26.00815,0.5672,4.776,6.5652,7.28,0.016675,3.590275,1.17645,1690.949785,,1207.605834,1449.27781,341.7757854
175,1,0,0,0,0,0,2.5,20,2.5,40,0.2,0,5,3.75,2.2962,1.8501,1.489,2.889425,17.4365,4.416,9.076725,3.2724,0.86475,84.8687,0.8508,8.358,4.9239,13.104,0.016675,3.86645,1.5686,,1011.088673,942.9397699,977.0142215,48.18855151
150,0,1,0,0,0,0,10,5,40,40,0,0.2,4,5,0.287025,1.54175,5.2115,0.6083,17.4365,3.864,12.280275,2.9088,1.7295,84.8687,0.5672,6.368,4.9239,13.104,0.03335,3.86645,3.1372,1131.552052,1193.141563,1385.439341,1236.710985,132.4326614
75,0,0,0,0,1,0,12.5,5,10,40,0.5,0.1,10,3.75,2.2962,2.15845,1.489,1.52075,6.9746,4.416,0.533925,1.4544,2.8825,46.5409,0.2836,14.726,1.6413,13.104,0.03335,4.4188,2.74505,2800.88866,2840.355319,2967.433947,2869.559309,87.02866146
175,0,0,0,0,0,1,10,5,60,10,0.2,0.1,9,6.25,0.95675,1.54175,5.2115,0.152075,17.4365,1.104,1.601775,0.3636,2.306,113.61455,0.5672,3.582,0.82065,40.768,0.016675,3.037925,2.74505,1797.316361,1364.924438,1652.074187,1604.771662,220.042815
50,0,0,1,0,0,0,5,5,40,80,0.4,0,9,8.75,7.175625,1.8501,1.489,0.30415,1.74365,2.208,2.669625,3.636,1.153,113.61455,0.2836,8.358,6.5652,23.296,0.150075,0.828525,1.96075,1415.916525,907.7653902,1307.130708,1210.270874,267.5645053
75,0,0,0,0,1,0,5,2.5,20,2.5,0.5,0.1,7,10,0.478375,1.8501,6.7005,0.152075,9.590075,1.104,1.601775,2.9088,2.8825,62.9671,0.8508,3.582,2.46195,30.576,0.16675,5.247325,3.1372,2005.896069,1707.50618,1217.458158,1643.620136,398.0824724
150,0,1,0,0,0,0,5,2.5,80,5,0,0.2,8,7.5,4.01835,1.54175,2.978,0.91245,9.590075,3.312,2.669625,3.636,2.8825,62.9671,2.2688,4.776,6.5652,30.576,0.10005,4.4188,2.74505,1190.797405,541.3802105,857.3892744,863.1889633,324.747441
150,0,0,0,0,1,0,5,5,20,40,0,0.1,8,1.25,0.095675,2.15845,0.7445,0.6083,0.871825,4.416,12.280275,2.9088,1.153,113.61455,0.8508,8.358,4.9239,53.872,0.03335,5.247325,2.74505,756.4670009,799.5048953,976.6217032,844.1978665,116.6838442
150,0,0,0,0,0,1,5,10,10,40,1,0,6,7.5,4.01835,2.4668,2.2335,0.6083,9.590075,3.312,0.533925,1.818,0.5765,84.8687,1.1344,14.726,4.10325,23.296,0.083375,4.142625,1.96075,,1854.677147,2149.043924,2001.860536,208.1487442
175,1,0,0,0,0,0,2.5,0,40,40,0.3,0.1,9,3.75,4.01835,2.15845,0.7445,0.6083,1.74365,0.552,1.601775,0.3636,0.5765,62.9671,0.5672,2.786,5.74455,30.576,0.16675,2.485575,0.39215,1570.61883,,1675.499136,1623.058983,74.16157559
50,0,0,0,0,1,0,2.5,10,2.5,40,0.3,0.2,1,6.25,1.72215,3.0835,5.2115,0.30415,0.871825,1.104,0.533925,2.5452,2.01775,113.61455,2.2688,19.9,3.2826,23.296,0.050025,3.3141,0.39215,1757.620885,1401.627632,1982.532907,1713.927141,292.907139
50,0,0,0,0,1,0,5,5,2.5,80,0.5,0.4,6,10,0.287025,1.54175,3.7225,2.12905,9.590075,1.104,0.533925,2.5452,1.153,62.9671,1.9852,8.358,2.46195,30.576,0.03335,4.97115,1.5686,858.7450043,1040.791438,1058.550362,986.0289348,110.5881732
125,1,0,0,0,0,0,10,60,40,40,0,0.4,4,7.5,0.478375,2.15845,4.467,2.889425,0.871825,1.104,0.533925,2.1816,1.44125,62.9671,1.418,4.776,5.74455,23.296,0.03335,1.380875,1.5686,,288.2397457,417.3376355,352.7886906,91.28599331
100,0,0,0,0,1,0,2.5,5,60,60,0.1,0,8,8.75,0.478375,2.15845,5.956,0.30415,6.9746,3.312,39.51045,2.9088,1.44125,84.8687,0.2836,6.368,3.2826,13.104,0.1334,0.276175,2.74505,,1024.002935,,1024.002935,#DIV/0!
200,0,0,0,0,1,0,20,0,5,10,0,0.2,9,8.75,0.287025,1.2334,6.7005,0.30415,6.9746,1.104,0.533925,2.1816,0.86475,113.61455,0.5672,6.368,4.9239,30.576,0.16675,4.4188,0.39215,,,558.6680616,558.6680616,#DIV/0!
150,0,0,0,0,1,0,2.5,5,10,20,0.3,0.1,9,3.75,0.287025,1.2334,3.7225,0.6083,2.615475,1.104,0.533925,0.3636,1.7295,84.8687,2.5524,0.398,5.74455,72.8,0.03335,0.276175,0.39215,,508.3055599,548.4763666,528.3909633,28.40504982
150,0,0,0,0,1,0,2.5,5,10,20,0.5,0.4,1,6.25,0.287025,3.0835,5.956,0.91245,2.615475,4.968,5.33925,2.5452,1.153,62.9671,1.418,14.726,4.9239,72.8,0.16675,4.4188,2.74505,1558.475923,1382.829297,1277.30639,1406.20387,142.0346949
50,0,1,0,0,0,0,5,20,20,2.5,3,0.1,8,8.75,0.478375,2.77515,4.467,0.91245,3.4873,3.312,0.533925,3.636,0.86475,84.8687,1.9852,8.358,4.9239,30.576,0.03335,4.97115,2.74505,1951.426883,1593.696122,1704.721864,1749.94829,183.1035131
175,0,0,0,0,1,0,5,2.5,80,10,0.1,0,4,10,0.95675,1.54175,4.467,0.91245,3.4873,4.416,9.076725,2.9088,1.153,34.22125,1.9852,4.776,6.5652,53.872,0.116725,3.037925,1.96075,,,1098.860799,1098.860799,#DIV/0!
125,0,0,0,0,0,1,0,40,10,10,0,0.1,10,5,1.72215,3.0835,0.7445,1.52075,17.4365,1.104,0.533925,1.4544,0.28825,113.61455,0.8508,3.582,8.2065,23.296,0.116725,0.828525,2.3529,193.7774821,158.0151019,207.2183943,186.3369928,25.43150914
50,0,0,1,0,0,0,7.5,2.5,80,40,0.5,0.4,3,3.75,0.95675,2.15845,5.956,2.12905,13.077375,1.104,2.669625,3.636,1.44125,84.8687,2.5524,1.99,7.38585,30.576,0.03335,2.485575,2.74505,791.3468807,599.0164078,616.7019742,669.0217542,106.3050904
75,0,0,0,0,1,0,2.5,0,80,80,2,0.1,6,8.75,1.72215,1.54175,2.2335,0.456225,5.23095,1.104,0.533925,2.1816,1.44125,34.22125,0.5672,6.368,6.5652,13.104,0.03335,4.694975,0.7843,229.9430748,232.4979911,252.6481075,238.3630578,12.43699654
200,0,0,0,0,1,0,5,10,2.5,20,0.5,0,2,10,3.0616,1.54175,5.2115,1.52075,0.871825,4.968,1.601775,2.9088,2.01775,84.8687,1.418,3.582,1.6413,13.104,0.150075,0.828525,1.5686,989.0769929,936.8029024,1371.133955,1099.004617,237.1158529
175,0,0,0,0,0,1,0,0,10,60,0.2,0,3,10,4.01835,2.77515,3.7225,0.91245,5.23095,1.656,1.601775,2.5452,1.7295,113.61455,1.7016,6.368,6.5652,13.104,0.03335,1.933225,1.5686,576.7689152,552.1092196,765.2345832,631.370906,116.5831815
50,0,0,0,0,1,0,5,60,10,5,0.3,0.4,5,8.75,3.0616,2.15845,0.7445,0.91245,13.077375,4.416,1.601775,1.0908,0.5765,84.8687,1.7016,1.592,5.74455,23.296,0.116725,4.694975,1.5686,1482.401896,837.3496463,1687.109425,1335.620322,443.487929
100,1,0,0,0,0,0,7.5,0,5,0,1,0.4,7,6.25,0.95675,2.4668,3.7225,0.456225,3.4873,0.552,2.669625,1.818,1.7295,84.8687,2.5524,19.9,8.2065,40.768,0.016675,4.97115,1.5686,790.9146059,900.1378497,1046.772989,912.6084815,128.3842496
75,0,0,0,1,0,0,5,2.5,40,80,0.4,0,4,8.75,4.01835,2.15845,0.7445,0.152075,9.590075,4.416,2.669625,2.9088,2.01775,113.61455,1.9852,3.582,7.38585,72.8,0.03335,1.380875,0.7843,1242.214601,1307.180922,1561.803611,1370.399711,168.9134255
75,0,0,1,0,0,0,5,5,40,5,0.1,0.2,9,7.5,0.287025,1.54175,3.7225,1.52075,9.590075,1.104,2.669625,2.5452,2.59425,34.22125,0.8508,19.9,4.9239,72.8,0.10005,4.97115,3.1372,987.1898879,977.76183,900.8983315,955.2833498,47.3341286
50,0,0,0,0,0,1,12.5,40,40,60,0.4,0.1,8,10,0.478375,1.2334,2.978,0.152075,0.871825,0.552,1.601775,3.2724,0.28825,84.8687,2.2688,14.726,3.2826,53.872,0.03335,5.247325,2.3529,,,564.9513097,564.9513097,#DIV/0!
200,0,1,0,0,0,0,5,10,10,5,3,0.1,6,10,2.2962,2.15845,5.956,2.12905,5.23095,4.416,2.669625,3.636,1.7295,46.5409,2.836,4.776,6.5652,30.576,0.03335,4.97115,1.96075,1552.180891,1437.168238,1640.570529,1543.306553,101.9911193
100,0,0,0,0,1,0,7.5,10,40,80,0,0.1,8,7.5,1.72215,2.77515,2.2335,2.12905,0.871825,3.864,12.280275,0.3636,0.86475,113.61455,0.5672,11.144,7.38585,7.28,0.0667,2.76175,2.3529,977.2281331,338.5429934,421.679551,579.1502258,347.2426198
150,0,0,0,0,0,1,2.5,2.5,20,20,0.1,0,10,8.75,5.3578,1.54175,2.2335,0.152075,2.615475,2.76,2.669625,3.2724,2.59425,62.9671,2.5524,4.776,8.2065,30.576,0.083375,2.76175,0.39215,2236.405636,1354.007601,1830.690377,1807.034538,441.674396
75,0,0,0,0,1,0,5,10,40,40,5,0,5,3.75,0.095675,2.15845,5.956,2.889425,13.077375,2.76,0.533925,0.7272,2.01775,62.9671,1.9852,3.582,7.38585,53.872,0.150075,5.247325,1.17645,324.4757749,401.0162989,413.0923053,379.5281264,48.05755439
175,1,0,0,0,0,0,15,0,40,5,0.5,0.4,7,8.75,1.72215,1.8501,2.978,0.30415,3.4873,0.552,16.551675,1.4544,1.153,84.8687,0.5672,8.358,6.5652,23.296,0.1334,0.276175,1.96075,,750.6167508,1007.204518,878.9106344,181.4349502
175,0,0,0,0,1,0,0,0,40,5,0.5,0.2,4,10,0.095675,1.8501,0.7445,0.91245,9.590075,4.416,2.669625,0.3636,1.44125,62.9671,1.418,1.99,4.9239,23.296,0.016675,3.3141,3.52935,206.0237929,174.9611545,183.8120817,188.2656764,16.00305456
75,0,0,0,0,1,0,15,10,5,60,1,0.1,7,10,0.95675,1.8501,2.978,0.30415,0.871825,3.312,0.533925,0.3636,2.306,62.9671,2.836,11.144,6.5652,23.296,0.1334,4.97115,0.7843,1557.718388,1168.547051,1490.955901,1405.740447,208.1101574
150,0,0,1,0,0,0,2.5,2.5,10,40,0.4,0.2,6,6.25,0.095675,2.15845,2.2335,2.889425,17.4365,3.312,0.533925,2.1816,2.8825,113.61455,2.2688,6.368,3.2826,72.8,0.016675,1.380875,1.5686,446.2894493,494.6735178,983.7384696,641.5671456,297.3149269
200,0,0,0,0,1,0,0,0,60,20,0.2,0.1,10,8.75,0.478375,1.2334,1.489,0.6083,9.590075,4.968,2.669625,0.3636,1.44125,62.9671,1.1344,6.368,8.2065,72.8,0.10005,3.3141,3.52935,328.7387803,367.8147682,277.3152514,324.6229333,45.38993041
75,1,0,0,0,0,0,5,2.5,80,5,0.5,0.2,10,8.75,4.01835,1.8501,4.467,2.12905,5.23095,1.656,1.601775,1.4544,0.28825,84.8687,1.1344,11.144,8.2065,23.296,0.116725,3.590275,3.1372,727.1802101,498.6058406,623.8784343,616.5548283,114.4630377
175,1,0,0,0,0,0,10,20,5,40,0.5,0,4,6.25,0.478375,1.8501,5.956,0.91245,17.4365,3.864,9.076725,2.1816,1.7295,84.8687,0.5672,4.776,7.38585,23.296,0.150075,0.276175,1.96075,423.9680202,564.4649772,567.4414414,518.6248129,81.98869521
200,0,0,0,0,1,0,7.5,20,60,5,0.2,0.4,3,7.5,1.72215,2.15845,4.467,0.6083,9.590075,1.104,5.33925,3.2724,1.153,34.22125,1.7016,3.582,6.5652,30.576,0.0667,4.97115,1.5686,972.9111156,713.2363193,488.6405542,724.9293297,242.3469394
150,0,0,1,0,0,0,2.5,0,20,40,0.3,0.4,5,6.25,0.95675,2.15845,5.956,0.30415,0.871825,1.656,1.601775,1.818,2.59425,46.5409,1.9852,8.358,8.2065,72.8,0.1334,3.590275,3.1372,928.5053522,1118.269476,1224.804318,1090.526382,150.0850716
150,0,0,1,0,0,0,2.5,10,40,20,0.4,0.4,9,3.75,0.287025,2.15845,4.467,0.6083,1.74365,4.416,16.551675,3.2724,2.8825,26.00815,0.5672,6.368,4.9239,53.872,0.083375,3.037925,2.74505,1384.425669,1380.850356,1404.466971,1389.914332,12.72910807
50,0,0,0,0,1,0,7.5,0,5,20,0.3,0.4,2,6.25,3.0616,0.92505,0.7445,0.152075,1.74365,3.864,0.533925,1.0908,0.86475,84.8687,2.836,14.726,7.38585,40.768,0.016675,0.828525,1.5686,796.4645393,630.0634164,467.7197768,631.4159108,164.3765544
50,0,0,0,0,1,0,2.5,5,20,20,0.2,0.2,6,6.25,3.0616,0.92505,5.2115,1.52075,17.4365,4.968,5.33925,2.9088,1.153,113.61455,2.836,2.786,5.74455,53.872,0.050025,4.142625,2.74505,1515.253371,2138.624859,1979.379994,1877.752741,323.8735508
175,0,0,0,0,1,0,12.5,10,20,40,4,0.2,3,3.75,0.478375,3.0835,4.467,0.456225,0.871825,3.864,1.601775,2.1816,0.86475,113.61455,1.418,1.99,6.5652,13.104,0.016675,4.97115,1.17645,595.6224892,552.9614533,335.7428751,494.7756059,139.3683898
75,0,1,0,0,0,0,10,40,5,40,0.3,0.1,10,6.25,4.01835,1.8501,2.978,1.2166,13.077375,0.552,2.669625,2.1816,1.153,62.9671,2.836,6.368,1.6413,40.768,0.1334,3.037925,1.96075,,1300.055504,1069.006374,1184.530939,163.3764066
75,0,0,0,0,1,0,10,20,5,40,0.3,0.1,3,8.75,3.0616,1.2334,5.2115,1.52075,13.077375,1.656,0.533925,1.0908,2.01775,84.8687,1.7016,14.726,3.2826,30.576,0.0667,4.97115,2.3529,,1915.593602,2141.245615,2028.419609,159.5600686
175,0,0,0,0,1,0,17.5,5,10,60,0.2,0.1,7,8.75,3.0616,1.54175,2.2335,0.6083,5.23095,1.104,1.601775,0.3636,2.306,34.22125,0.2836,3.582,5.74455,40.768,0.050025,5.247325,1.96075,1435.151218,,1868.599404,1651.875311,306.4941516
175,0,1,0,0,0,0,0,40,40,40,0.2,0.4,8,8.75,0.95675,2.77515,3.7225,0.6083,3.4873,0.552,2.669625,1.4544,2.01775,113.61455,0.8508,1.194,2.46195,23.296,0.116725,1.380875,1.96075,181.8614302,159.2577318,199.0492479,180.0561366,19.95709152
100,0,1,0,0,0,0,5,10,60,60,0.4,0.1,7,8.75,0.95675,3.0835,4.467,1.2166,6.9746,1.104,0.533925,0.3636,2.306,26.00815,2.836,6.368,8.2065,53.872,0.016675,4.142625,1.5686,1722.350137,,1741.467779,1731.908958,13.5182143
125,0,0,0,0,1,0,12.5,10,2.5,40,0.5,0.4,1,8.75,0.095675,1.8501,4.467,0.152075,13.077375,3.864,2.669625,3.2724,2.306,84.8687,0.2836,19.9,5.74455,4.368,0.1334,4.4188,1.5686,,,502.8286654,502.8286654,#DIV/0!
150,0,0,0,0,1,0,5,20,2.5,40,0.2,0.2,7,3.75,0.95675,0.6167,1.489,0.91245,5.23095,3.864,1.601775,1.818,0.86475,26.00815,2.5524,14.726,7.38585,30.576,0.1334,2.485575,2.3529,1490.687539,1675.012379,1598.54311,1588.081009,92.60671316
150,0,0,1,0,0,0,10,0,20,10,4,0,7,7.5,0.095675,1.8501,5.956,0.456225,1.74365,3.864,2.669625,3.636,2.306,84.8687,1.418,14.726,6.5652,13.104,0.050025,3.037925,1.5686,922.3223194,908.4379328,908.5590218,913.1064247,7.981428596
100,0,0,0,1,0,0,2.5,0,60,20,0.5,0.4,9,7.5,0.095675,0.6167,5.956,0.6083,0.871825,1.104,2.669625,1.4544,2.306,84.8687,1.418,8.358,7.38585,53.872,0.016675,3.037925,1.17645,196.8032611,,266.2173246,231.5102929,49.08315501
50,0,0,0,0,0,1,2.5,5,20,80,0.5,0.4,8,10,0.095675,1.2334,5.2115,2.12905,2.615475,1.656,0.533925,3.636,1.153,84.8687,1.1344,1.99,7.38585,40.768,0.150075,2.485575,1.96075,127.9019663,325.4659249,285.589251,246.3190474,104.4724418
150,0,0,1,0,0,0,5,20,80,0,0.4,0.2,8,3.75,0.287025,2.4668,4.467,0.152075,6.9746,3.864,5.33925,1.818,2.01775,113.61455,0.2836,19.9,5.74455,23.296,0.03335,0.276175,0.39215,862.9471359,994.6264251,690.4124908,849.3286839,152.5635151
175,0,0,0,0,0,1,12.5,20,20,5,0.1,0,6,3.75,1.72215,1.8501,2.978,2.889425,3.4873,0.552,1.601775,1.0908,2.59425,113.61455,2.836,1.99,7.38585,53.872,0.050025,4.694975,0.7843,1449.715569,1885.504116,1884.817575,1740.01242,251.404682
75,0,0,0,0,1,0,7.5,2.5,80,60,1,0.1,3,5,0.287025,2.15845,4.467,2.12905,17.4365,3.312,9.076725,3.2724,0.86475,62.9671,2.2688,14.726,7.38585,30.576,0.03335,3.590275,3.1372,,1030.569633,806.0318646,918.3007488,158.7721787
50,0,0,0,0,1,0,7.5,2.5,80,40,5,0,5,10,0.095675,1.54175,3.7225,0.91245,5.23095,4.416,1.601775,1.0908,1.153,113.61455,2.836,0.398,4.9239,13.104,0.16675,4.97115,2.74505,372.5259963,494.9338287,528.7064859,465.3887703,82.17523465
100,0,0,0,0,1,0,0,10,80,10,0.5,0.2,10,10,0.95675,0.92505,0.7445,0.30415,6.9746,4.416,1.601775,2.5452,1.153,46.5409,2.5524,3.582,6.5652,13.104,0.03335,2.485575,3.1372,,158.5655161,182.4127401,170.4891281,16.8625338
125,1,0,0,0,0,0,2.5,10,2.5,20,4,0.1,4,3.75,0.095675,2.4668,5.956,1.52075,5.23095,0.552,1.601775,1.818,0.28825,113.61455,0.8508,2.786,7.38585,30.576,0.03335,0.276175,3.1372,,524.7411317,597.0144385,560.8777851,51.10494534
75,0,0,0,0,1,0,15,2.5,10,40,0.2,0.1,5,8.75,1.72215,3.0835,2.978,1.52075,1.74365,3.864,0.533925,0.7272,1.44125,84.8687,0.2836,11.144,4.10325,72.8,0.083375,3.3141,0.39215,,456.6428971,1748.291964,1102.467431,913.3338141
75,0,0,0,0,0,1,7.5,5,10,5,3,0.4,4,10,3.0616,1.8501,4.467,2.12905,9.590075,1.656,2.669625,1.0908,1.7295,62.9671,2.836,14.726,7.38585,23.296,0.016675,0.828525,0.39215,1994.683008,1578.047561,1493.889726,1688.873432,268.1608809
100,0,0,0,0,1,0,15,40,40,80,0.3,0.2,7,6.25,0.95675,2.4668,1.489,0.30415,5.23095,4.968,0.533925,3.2724,1.44125,84.8687,2.2688,1.99,7.38585,13.104,0.16675,1.380875,0.39215,1479.176565,1261.989674,1080.144159,1273.770133,199.7768747
75,0,0,0,0,1,0,2.5,40,40,20,2,0,0,7.5,0.287025,2.15845,2.2335,1.2166,6.9746,0.552,1.601775,1.0908,2.01775,84.8687,0.8508,6.368,7.38585,72.8,0.116725,0.276175,0.7843,500.2482237,536.2519951,403.2875293,479.9292494,68.77159901
100,0,0,0,0,1,0,12.5,40,20,60,0.1,0.2,4,3.75,3.0616,2.77515,5.2115,1.52075,9.590075,4.416,1.601775,1.0908,2.59425,46.5409,0.2836,19.9,7.38585,30.576,0.016675,3.86645,1.17645,1330.406791,1743.500502,1458.199281,1510.702191,211.4923644
