HEPES,HEPES_pH7.0,HEPES_pH7.2,HEPES_pH7.4,HEPES_pH7.6,HEPES_pH7.8,HEPES_pH8.0,MgCl2,CP,Bicarbonate,Formate,CoA,B12,ATP,NADPH,Pco,Ccr,Epi,Mcm,Scr,Ssr,Hbs,Hbd,Ecm,Mco,Mch,Mcl,KatE,Fdh,CA,Gor,CK,Well_Name_1,Well_Name_2,Well_Name_3,Value_1,Value_2,Value_3,yield,yield_std
150,0,0,0,1,0,0,0,100,10,2.5,0,0.4,0,7.5,0.669725,1.54175,5.2115,2.12905,6.9746,3.312,1.0908,5.33925,2.306,5.4754,1.9852,14.726,0.82065,10.192,0.050025,2.485575,1.96078,F4,F12,F20,0.403741314,0.450651012,0.415506161,0.423299495,0.024406597
125,1,0,0,0,0,0,20,5,20,5,0.5,0.4,9,8.75,0.669725,1.54175,5.956,0.152075,9.590075,1.656,6.1812,4.2714,1.44125,19.1639,0.5672,0.796,6.5652,5.824,0.1334,1.380875,0.78431,F5,F13,F21,2.1048511,2.10286383,2.109413574,2.105709501,0.003358188
125,0,1,0,0,0,0,15,0,60,5,0.5,1,8,3.75,0.287025,1.2334,2.978,2.889425,2.615475,3.312,0.7272,2.669625,2.8825,6.84425,1.418,4.776,5.74455,13.104,0.050025,1.1047,3.5294,F6,F14,F22,1.313027063,1.521931895,1.480160579,1.438373179,0.11054387
25,0,0,1,0,0,0,12.5,5,2.5,20,4,0.1,9,8.75,0.3827,1.2334,5.2115,1.52075,2.615475,0.552,0.7272,5.33925,2.306,26.00815,0.8508,14.726,0.82065,23.296,0.016675,0.276175,0.78431,F7,F15,F23,,0.062333481,0.053146609,0.057740045,0.0064961
100,1,0,0,0,0,0,7.5,80,60,5,0.5,1,3,1.25,0.287025,1.2334,5.2115,0.91245,17.4365,1.104,4.7268,0.533925,2.59425,62.9671,1.1344,0.796,3.2826,2.912,0.03335,2.485575,2.74509,F8,F16,F24,0.718393014,0.866515275,0.94577098,0.843559756,0.115414045
200,0,0,0,0,0,1,2.5,100,20,80,5,0.1,3,8.75,2.2962,1.2334,0.7445,0.30415,3.4873,1.104,8.3628,2.1357,1.7295,1.36885,0.2836,3.582,1.6413,7.28,0.10005,0.828525,1.96078,G1,G9,G17,3.264576809,2.238291034,2.433192505,2.645353449,0.545045707
75,0,0,1,0,0,0,2.5,10,10,20,0.5,0.6,6,6.25,5.3578,1.2334,4.467,2.12905,6.9746,1.656,1.818,5.33925,2.8825,2.7377,2.5524,0.398,3.2826,5.824,0.16675,0.55235,1.17647,G2,G10,G18,2.181280044,1.680512657,1.912913172,1.924901958,0.250598867
25,0,0,0,0,0,1,0,0,5,2.5,0.25,0.6,2,10,0.3827,1.2334,1.489,0.30415,1.74365,3.864,26.9064,0.533925,0.28825,5.4754,2.2688,4.776,4.9239,53.872,0.016675,2.2094,2.35294,G3,G11,G19,1.094652469,0.537911423,0.538751439,0.723771777,0.321192376
100,0,0,0,0,0,1,22.5,2.5,60,60,3,0.1,6,5,5.3578,0.92505,6.7005,2.889425,13.077375,4.968,3.636,0.533925,2.306,6.84425,0.8508,1.592,1.6413,7.28,0.050025,1.380875,2.74509,G4,G12,G20,3.210304051,3.15242747,3.513452832,3.292061451,0.193902121
75,0,0,0,0,0,1,15,0,2.5,40,0.5,0.1,2,7.5,0.3827,2.15845,3.7225,0.30415,6.9746,3.864,2.5452,5.33925,1.7295,6.84425,2.2688,14.726,0.82065,40.768,0.10005,0.55235,1.96078,G5,G13,G21,2.355005295,2.503297085,2.78044898,2.546250454,0.215949823
25,0,1,0,0,0,0,15,10,40,40,2,0.2,1,6.25,0.19135,0.30835,0.7445,0.91245,0.871825,2.208,11.2716,3.737475,2.306,5.4754,0.5672,2.786,1.6413,23.296,0.03335,0.828525,3.5294,G6,G14,G22,1.078881001,1.37258969,0.976116365,1.142529019,0.205757325
150,1,0,0,0,0,0,10,80,20,2.5,4,0.2,8,3.75,1.243775,0.30835,5.2115,0.6083,5.23095,1.656,0.3636,4.2714,0.5765,34.22125,2.836,6.368,3.2826,13.104,0.050025,1.380875,1.96078,G7,G15,G23,3.693493128,3.693277824,4.103813652,3.830194868,0.236960842
100,0,0,0,0,1,0,15,10,60,100,0.25,1,3,8.75,2.2962,1.2334,5.956,1.2166,2.615475,0.552,8.3628,4.2714,2.8825,1.36885,2.2688,3.582,2.46195,7.28,0.116725,0.828525,0.39216,G8,G16,G24,0.588309395,0.86502248,1.660043638,1.037791838,0.556363649
125,0,0,0,0,0,1,5,2.5,80,100,1,0.4,1,6.25,0.095675,2.15845,1.489,0.456225,2.615475,1.656,0.3636,5.33925,0.28825,19.1639,2.5524,1.99,6.5652,13.104,0.1334,0.276175,3.13725,H1,H9,H17,0.365584331,0.502649132,0.50276773,0.457000398,0.079168658
25,0,0,0,1,0,0,20,5,100,2.5,0.25,0.6,5,8.75,0.478375,3.0835,6.7005,1.2166,0.871825,0.552,0.3636,4.2714,0.86475,5.4754,1.7016,11.144,0.82065,4.368,0.083375,0.276175,3.5294,H2,H10,H18,0.548574654,0.401074209,0.502835627,0.484161497,0.075502567
125,1,0,0,0,0,0,22.5,0,100,60,0,0.2,2,8.75,0.19135,2.4668,0.7445,2.12905,0.871825,0.552,0.3636,2.669625,2.306,5.4754,2.2688,14.726,4.9239,30.576,0.1334,0.55235,0.78431,H3,H11,H19,0.282056115,0.346939308,0.323705432,0.317566951,0.032874274
175,0,0,0,0,1,0,15,10,10,100,0.5,0.4,6,8.75,0.478375,2.77515,6.7005,0.456225,2.615475,2.76,0.3636,4.805325,0.86475,62.9671,0.5672,8.358,6.5652,23.296,0.16675,0.276175,2.74509,H4,H12,H20,2.104607718,2.605056141,2.256235686,2.321966515,0.256617541
75,0,0,0,0,1,0,12.5,80,40,0,0.5,0,9,5,0.287025,2.4668,1.489,1.52075,6.9746,2.208,14.9076,3.20355,2.01775,6.84425,1.7016,1.194,8.2065,72.8,0.0667,1.933225,2.74509,H5,H13,H21,1.466534586,1.50887395,1.860529398,1.611979311,0.216289192
50,0,0,0,1,0,0,7.5,2.5,100,0,3,0.1,5,10,0.3827,2.15845,0.7445,0.30415,0.871825,1.656,4.7268,1.06785,0.86475,4.10655,1.9852,0.796,1.6413,10.192,0.16675,1.380875,1.17647,H6,H14,H22,0.721461263,1.042239577,0.969826577,0.911175806,0.168239759
100,0,1,0,0,0,0,7.5,40,2.5,60,3,0.4,7,7.5,0.95675,1.8501,5.2115,1.52075,1.74365,3.312,1.818,2.1357,1.153,26.00815,2.836,11.144,6.5652,10.192,0.10005,0.55235,1.17647,H7,H15,H23,1.789016945,2.442027005,1.888192078,2.039745343,0.351897469
175,0,0,0,0,1,0,7.5,40,100,5,2,0.4,1,7.5,1.72215,1.2334,6.7005,0.152075,6.9746,2.76,14.9076,4.805325,0.86475,19.1639,1.7016,0.398,5.74455,2.912,0.083375,0.55235,3.5294,H8,H16,H24,1.404678826,2.144360447,2.239474595,1.929504623,0.456993723
25,0,0,1,0,0,0,12.5,2.5,5,100,1,0.1,2,5,0.669725,1.54175,5.956,1.52075,13.077375,0.552,6.1812,5.33925,2.306,1.36885,1.7016,3.582,4.10325,10.192,0.083375,0.55235,3.5294,I1,I9,I17,0.336057664,0.771236751,0.452127576,0.519807331,0.22534556
175,0,0,0,0,0,1,17.5,20,2.5,2.5,3,0.6,1,5,0.095675,0.92505,5.2115,0.6083,13.077375,4.416,4.7268,1.601775,0.5765,62.9671,1.1344,3.582,0.82065,23.296,0.116725,2.2094,3.5294,I2,I10,I18,1.810700444,1.531301726,1.662262165,1.668088112,0.13979044
100,0,0,0,0,0,1,12.5,100,10,10,0,0,4,10,5.3578,2.77515,4.467,2.12905,1.74365,1.104,11.2716,2.669625,0.5765,9.58195,2.5524,11.144,6.5652,1.456,0.03335,0.828525,1.96078,I3,I11,I19,4.118613495,3.912298098,3.274340052,3.768417215,0.44014281
125,0,0,1,0,0,0,22.5,20,100,20,0.25,0.2,6,6.25,0.478375,2.77515,5.2115,2.12905,3.4873,0.552,1.4544,4.805325,0.86475,84.8687,1.9852,3.582,3.2826,23.296,0.150075,2.2094,1.56862,I4,I12,I20,0.71221712,1.088597166,0.834284014,0.8783661,0.192023195
50,0,0,1,0,0,0,0,0,60,40,2,1,3,10,0.287025,3.0835,1.489,0.91245,6.9746,4.968,0.3636,2.669625,0.86475,6.84425,2.2688,3.582,4.10325,7.28,0.1334,0.828525,2.74509,I5,I13,I21,0.153706825,0.605696623,0.330371768,0.363258405,0.227782445
25,0,0,0,0,0,1,17.5,2.5,80,40,0.25,1,4,1.25,0.95675,0.30835,4.467,0.456225,2.615475,1.104,1.4544,0.533925,0.28825,2.7377,0.2836,1.99,1.6413,40.768,0.1334,1.380875,1.96078,I6,I14,I22,0.613325802,0.90823863,0.792981392,0.771515275,0.148623651
50,0,0,0,0,1,0,2.5,60,80,80,0.25,1,5,6.25,0.3827,2.15845,5.956,0.91245,6.9746,1.104,1.818,1.06785,1.7295,6.84425,0.2836,1.194,4.9239,5.824,0.10005,1.933225,0.78431,I7,I15,I23,0.841134476,1.545407418,1.213956937,1.200166277,0.352338943
100,1,0,0,0,0,0,2.5,5,5,80,0.25,0.6,5,8.75,0.3827,2.15845,0.7445,1.2166,2.615475,3.312,1.0908,5.33925,0.28825,62.9671,1.9852,1.592,0.82065,2.912,0.150075,0.55235,2.74509,I8,I16,I24,1.395666609,1.556158525,1.434354886,1.462060007,0.083756158
150,0,0,0,0,1,0,12.5,0,100,2.5,4,0,0,8.75,1.72215,0.92505,1.489,1.52075,17.4365,2.76,11.2716,1.06785,1.153,26.00815,1.1344,1.592,4.10325,1.456,0.116725,1.65705,1.17647,J1,J9,J17,1.589172051,1.816786786,1.682284796,1.696081211,0.11443283
200,0,0,0,0,1,0,10,5,10,5,0.25,0.2,0,2.5,1.72215,2.4668,5.2115,0.91245,13.077375,2.76,14.9076,3.737475,2.306,9.58195,0.2836,3.582,5.74455,40.768,0.083375,1.933225,3.5294,J2,J10,J18,0.5531412,0.633270445,0.477129,0.554513548,0.078079768
50,0,0,0,0,0,1,22.5,40,20,0,2,1,4,6.25,1.72215,0.30835,0.7445,0.152075,0.871825,1.656,6.1812,1.601775,2.8825,62.9671,1.9852,11.144,3.2826,7.28,0.03335,0.276175,1.17647,J3,J11,J19,0.599359787,0.678890775,0.434197408,0.57081599,0.124818958
100,0,0,0,0,1,0,5,0,60,60,0.5,0.1,2,7.5,1.72215,0.30835,5.956,2.889425,9.590075,4.968,1.818,2.669625,0.86475,6.84425,1.1344,2.786,8.2065,1.456,0.016675,2.485575,1.17647,J4,J12,J20,2.940286009,3.245895663,2.741228747,2.975803473,0.254201282
175,0,0,0,0,0,1,15,0,40,40,1,0.4,9,2.5,0.095675,1.54175,5.956,0.91245,13.077375,2.208,0.7272,2.1357,0.5765,13.6885,2.2688,3.582,4.9239,72.8,0.016675,2.485575,2.35294,J5,J13,J21,1.64111075,1.685804549,1.768682628,1.698532642,0.064731363
75,0,0,0,0,0,1,7.5,20,40,5,4,0.2,8,5,2.2962,0.92505,5.2115,0.30415,13.077375,4.416,0.7272,2.1357,2.306,9.58195,1.7016,0.796,8.2065,72.8,0.083375,1.933225,0.78431,J6,J14,J22,2.124393988,2.580759483,2.543195298,2.416116256,0.253336097
100,0,1,0,0,0,0,20,20,60,10,0.5,0,1,1.25,0.095675,2.15845,3.7225,0.91245,0.871825,1.656,2.5452,0.533925,1.44125,13.6885,0.8508,8.358,4.10325,5.824,0.083375,2.485575,0.39216,J7,J15,J23,3.46823855,3.647886031,3.36642839,3.494184324,0.142511362
175,0,0,0,1,0,0,12.5,2.5,80,10,0.25,0.4,4,1.25,0.095675,3.0835,2.978,0.456225,6.9746,0.552,19.998,0.533925,0.28825,84.8687,2.5524,8.358,2.46195,2.912,0.116725,0.828525,3.5294,J8,J16,J24,0.701035989,0.950492352,0.740787924,0.797438755,0.134030246
100,0,0,0,1,0,0,15,40,2.5,60,0.25,0.1,7,5,0.95675,2.15845,4.467,0.30415,6.9746,2.208,3.636,5.33925,1.153,1.36885,1.418,8.358,6.5652,53.872,0.083375,0.828525,1.96078,K1,K9,K17,0.28981919,0.434298591,0.2522201,0.325445961,0.096125409
50,0,0,0,0,1,0,2.5,10,80,20,4,0.1,3,7.5,0.669725,2.77515,2.978,1.52075,0.871825,1.656,8.3628,3.20355,0.86475,46.5409,0.2836,14.726,8.2065,7.28,0.0667,2.2094,2.74509,K2,K10,K18,1.074905722,0.955768795,1.271909859,1.100861459,0.159660791
100,0,0,0,0,0,1,12.5,0,2.5,20,5,0.4,10,2.5,0.3827,2.77515,5.2115,1.52075,13.077375,1.104,19.998,2.669625,0.28825,4.10655,1.7016,1.592,2.46195,13.104,0.016675,2.2094,1.56862,K3,K11,K19,0.792366985,0.834759567,1.038306357,0.888477636,0.131475347
200,0,0,1,0,0,0,7.5,60,20,10,0.25,0.2,2,7.5,0.95675,1.8501,3.7225,0.152075,6.9746,2.208,3.636,0.533925,1.153,62.9671,1.418,1.592,0.82065,5.824,0.116725,0.55235,3.5294,K4,K12,K20,6.510263152,9.126298151,5.415683086,7.017414796,1.906585464
50,0,0,1,0,0,0,0,2.5,100,2.5,0.5,0.1,4,2.5,9.5675,0.6167,4.467,0.30415,17.4365,3.312,0.7272,2.1357,0.5765,2.7377,2.2688,4.776,6.5652,2.912,0.016675,0.828525,2.35294,K5,K13,K21,1.056218323,1.293199844,1.039747998,1.129722055,0.141815227
125,0,0,0,0,0,1,5,2.5,10,80,0.5,0.1,5,10,0.669725,1.2334,0.7445,1.52075,17.4365,4.416,19.998,2.669625,1.7295,26.00815,2.2688,0.398,5.74455,40.768,0.083375,2.2094,1.56862,K6,K14,K22,1.686810362,1.449715775,1.231125532,1.45588389,0.227905025
200,0,1,0,0,0,0,7.5,80,20,20,0.25,0,9,6.25,7.175625,0.92505,4.467,2.889425,17.4365,0.552,0.3636,0.533925,2.8825,5.4754,0.8508,2.786,6.5652,1.456,0.016675,0.828525,1.17647,K7,K15,K23,2.294996541,1.391174763,1.368528359,1.684899888,0.52848052
